categorie,name,unitTogramme,energieKcal,energieKj,eau,proteines,glucides,sucres,lipides,agSature,fibres,sel,sodium,calcium,fer,vitamineD,vitamineC,vegan,glutenFree,pregnantPermission,Code CIQUAL,Emballage,EF(mPt/kg),ChangementClimatique(kgCO2eq/kg),AppauvrissementCoucheOzone(E-06kgCVC11eq/kg),RayonnementsIonisants(kBqU-235eq/kg),FormationPhotochimiqueOzone(E-03kgNMVOCeq/kg),Particules (E-06 disease inc./kg),Acidification terrestre et eaux douces (mol H+ eq/kg),Eutrophisation terreste (mol N eq/kg),Eutrophisation eaux douces (E-03 kg P eq/kg),Eutrophisation marine (E-03 kg N eq/kg),Utilisation du sol (Pt/kg),Écotoxicité pour écosystèmes aquatiques d'eau douce (CTUe/kg),Épuisement des ressources eau (m3 depriv./kg),Épuisement des ressources énergétiques (MJ/kg),Épuisement des ressources minéraux (E-06 kg Sb eq/kg)
ALCOOL,Champagne,null,82,343.088,87,0.3,2.81,1.4,0,0,0,0.0048,1.93,7.15,0.11,0,0,TRUE,TRUE,FALSE,5207,Verre,0.18559681,1.1430841,0.23811007,0.49768874,5.5593881,0.0977174069999999,0.0097260211,0.027380354,0.27690145,7.2461282,9.4218239,115.33691,0.36376919,23.238124,4.6250337
ALCOOL,Vin rouge,null,82.1,343.5064,86.8,0.07,2.63,0.62,0,0,0,0.0025,01.01,5.96,0.56,0,0,TRUE,TRUE,FALSE,5214,Verre,0.18431703,1.1264953,0.19273809,0.39897699,5.3102038,0.098524717,0.0093733874,0.024880758,0.33893849,6.1685176,15.159813,104.37126,0.36086872,21.591963,12.131591
ALCOOL,Vin blanc,null,82,343.088,87.8,0.5,04.04,0.17,0,0,0,0.0063,2.5,7.1,0.34,0,0.5,TRUE,TRUE,FALSE,5215,Verre,0.18559681,1.1430841,0.23811007,0.49768874,5.5593881,0.09771740699999999,0.0097260211,0.027380354,0.27690145,7.2461282,9.4218239,115.33691,0.36376919,23.238124,4.6250336999999995
ALCOOL,Vin rosé,null,87,364.008,88.9,0,1.6,0,0,0,0,0.01,4,12,0.95,0,0,TRUE,TRUE,FALSE,5216,Verre,0.17428819,1.1066814,0.22492034,0.40229718,5.3556908,0.095481696,0.0093853767,0.026164297,0.26114659,6.828535400000001,9.1715719,108.29964,0.30136069,20.94526,4.4470844000000005
ALCOOL,Bière brune,null,35,146.44,92.7,0.43,4.1,4.1,0,0,0,0.029,11.6,6.91,0.02,0,0,TRUE,FALSE,FALSE,5000,Verre,0.12383059,1.0944464,0.2840711099999999,0.62119827,3.6102189,0.088293798,0.0075430145,0.017554682,0.19484816,2.0979008,19.849939,20.466649,0.36583564,25.475169,2.7708806
ALCOOL,Cidre brut,null,35,146.44,93.9,0,2.62,2.22,0,0,0,0.01,4.12,3.24,0.84,0,14.1,TRUE,TRUE,FALSE,5006,Verre,0.13635159,0.98267852,0.19978231,0.34306669,4.250402599999999,0.088597746,0.0078109285,0.018887451,0.1839339,1.6560927,10.355904,32.101462,3.1535037,18.699546,4.2233114
ALCOOL,Cidre doux,null,37.5,156.9,91.9,0.5,05.09,4.61,0.6,0,0,0.0098,3.9,17,0.1,0,0.5,TRUE,TRUE,FALSE,5007,Verre,0.13635159,0.98267852,0.19978231,0.34306669,4.250402599999999,0.088597746,0.0078109285,0.018887451,0.1839339,1.6560927,10.355904,32.101462,3.1535037,18.699546,4.2233114
ALCOOL,Bière blonde,null,34.6,144.7664,0,0.5,0.43,0.18,0.6,0,0,0.0073,2.9,3.5,0.005,0,0.5,TRUE,FALSE,FALSE,5001,Verre,0.12383059,1.0944464,0.2840711099999999,0.62119827,3.6102189,0.088293798,0.0075430145,0.017554682,0.19484816,2.0979008,19.849939,20.466649,0.36583564,25.475169,2.7708806
ALCOOL,Bière blanche,null,34.6,144.7664,0,0.5,0.43,0.18,0.6,0,0,0.0073,2.9,3.5,0.005,0,0.5,TRUE,FALSE,FALSE,5009,Verre,0.12383059,1.0944464,0.2840711099999999,0.62119827,3.6102189,0.088293798,0.0075430145,0.017554682,0.19484816,2.0979008,19.849939,20.466649,0.36583564,25.475169,2.7708806
ALCOOL,Pastis,null,274,1146.416,59.7,0,2.86,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,1000,Verre,0.1230363299999999,1.1565882,0.18307514,0.31848138,8.3989108,0.14163342,0.0072777644,0.014841716,0.16924558,1.2144347,21.322845,17.415179,0.27016888,19.992829,2.2005789
ALCOOL,Gin,null,265,1108.76,62.1,0,0,0,0,0,0,0.005,2,0,0.18,0,0,TRUE,TRUE,FALSE,1002,Verre,0.12296672,1.1563936,0.18296104,0.31724061,8.398469299999999,0.14162457,0.0072767646,0.014839737,0.16915911,1.2142155,21.322182,17.408287,0.26953301,19.965698,2.1994413
ALCOOL,Rhum,null,256,1071.104,63.5,0,0,0,0,0,0,0.0025,1,0,0.08,0,0,TRUE,TRUE,FALSE,1004,Verre,0.12296672,1.1563936,0.18296104,0.31724061,8.398469299999999,0.14162457,0.0072767646,0.014839737,0.16915911,1.2142155,21.322182,17.408287,0.26953301,19.965698,2.1994413
ALCOOL,Whisky,null,252,1054.368,63.9,0,0.096,0.096,0,0,0,0,0,0,0.02,0,0,TRUE,FALSE,FALSE,1005,Verre,0.12296672,1.1563936,0.18296104,0.31724061,8.398469299999999,0.14162457,0.0072767646,0.014839737,0.16915911,1.2142155,21.322182,17.408287,0.26953301,19.965698,2.1994413
ALCOOL,Vodka,null,242,1012.528,65.5,0,0,0,0,0,0,0.0025,1,0,0.025,0,0,TRUE,FALSE,FALSE,1008,Verre,0.12296672,1.1563936,0.18296104,0.31724061,8.398469299999999,0.14162457,0.0072767646,0.014839737,0.16915911,1.2142155,21.322182,17.408287,0.26953301,19.965698,2.1994413
ALCOOL,Crème de cassis,null,245,1025.08,47.1,0,41,40.9,0,0,0,0,0,16.6,0.62,0,5,TRUE,TRUE,FALSE,1021,Verre,0.22575608,1.4700535,0.22880898,0.37866127,5.426106,0.14422259,0.014735141,0.045957626,0.4994674899999999,5.9771886,8.4346452,74.806085,2.826975,26.950579,14.167291
ALCOOL,Cognac,null,228,953.952,68,0,1,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,1023,Verre,0.12296672,1.1563936,0.18296104,0.31724061,8.398469299999999,0.14162457,0.0072767646,0.014839737,0.16915911,1.2142155,21.322182,17.408287,0.26953301,19.965698,2.1994413
ALCOOL,Calvados,null,280,1171.52,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,1024,Verre,0.12296673,1.1563937,0.18296105,0.31724062,8.398469300000000,0.14162458,0.0072767647,0.014839738,0.16915912,1.2142156,21.322183,17.408288,0.26953302,19.965699,2.1994414
ALCOOL,Saké,null,133,556.472,78.4,0,5,0,0,0,0,0.005,2,5,0.1,0,0,TRUE,TRUE,FALSE,1026,Verre,0.12296672,1.1563936,0.18296104,0.31724061,8.398469299999999,0.14162457,0.0072767646,0.014839737,0.16915911,1.2142155,21.322182,17.408287,0.26953301,19.965698,2.1994413
BISCUITS,Pain brioché,null,356,1489.504,20.3,9.76,55.5,6.9,9.38,5.22,3.3,1.31,525,42.5,1,0.2,0,FALSE,FALSE,TRUE,7225,LPDE,0.26107002,2.6895628,0.16200138,0.63286466,5.4830985000000005,0.17547348,0.023881299,0.098167529,0.40250575,10.020257,123.98893,34.588355,1.7151405,26.284601,3.1280634
BISCUITS,Croissant au beurre,null,420,1757.28,21.1,6.61,45.7,7.3,22.6,15.1,2.5,1.16,463,22,0.7,0.25,0.71,FALSE,FALSE,TRUE,7620,PS,0.35555102,4.2001445,0.19737042,0.64721219,7.5573891,0.2456618,0.032629634,0.13422905,0.52955946,12.452081,154.03276,38.615578,2.6499263,29.377656,4.6657227
BISCUITS,Pain au lait,null,382,1598.288,23.7,8.55,50.6,9.94,15.4,8.34,1.5,1.1,438,37.1,1.1,0.2,0,FALSE,FALSE,TRUE,7710,PS,0.35104554,3.5465768,0.19428824,0.66129301,7.162622000000001,0.26466875,0.036113905,0.15069932,0.50562306,12.830577,158.11515,45.718089,2.5457226,29.159314,4.1013862
BISCUITS,Brioche,null,374,1564.816,21.4,9.81,49.2,0,14.7,8.51,3,1.47,590,30,1.15,0.2,0,FALSE,FALSE,TRUE,7741,LPDE,0.47503919,4.9113198,0.25844678,0.741685,9.7315538,0.36486141,0.049791038,0.20790681,0.74382188,16.671525,208.07603,58.761817,3.657913,36.297592,5.7288563
BISCUITS,Chouquette,null,381,1594.104,23.5,7.76,42.6,27.1,18.6,9.89,6.1,01.08,433,36,1.6,0.2,0,FALSE,FALSE,TRUE,23467,PS,0.32854054,2.9137041,0.18386918,0.64520356,6.4444118,0.2690386899999999,0.036811024,0.15397226,0.46114247,11.076094,124.56286,43.845124,2.8246866,28.471707,3.6598394
BISCUITS,Biscuit sec,null,475,1987.4,4.2,6.9,65,24.7,20.6,06.09,02.03,0.63,252,26.5,1.58,0.4,0,FALSE,FALSE,TRUE,24001,Carton,0.44895118,4.4447267,0.25811633,0.86155299,8.9512681,0.34174545,0.045725248,0.19140331,0.7245081999999999,16.027163,192.12281,68.495158,3.6610712,33.484538,5.9245939000000005
BOISSONS,Jus d'ananas,null,52.3,218.8232,87.1,0.41,11.9,11.9,0.096,0.044,0.18,0.011,4.62,14.3,0.15,0,15,TRUE,TRUE,TRUE,2073,,,,,,,,,,,,,,,,
BOISSONS,Jus multifruit,null,49.7,207.9448,86.5,0.48,11.3,11,0.1,0,0.25,0.0038,1.5,9.6,0.12,0.5,24,TRUE,TRUE,TRUE,2035,HPDE,0.14687612,0.80120163,0.12806489,0.30931729,3.8426171,0.050270298,0.0074335332,0.023893109,0.1581930899999999,2.1740324,24.709147,28.078945,6.5797565,16.809013,2.5867623
BOISSONS,Jus de carotte,null,39,163.176,88.9,0.4,6.55,5.95,0.1,0.037,0.33,0.1,42.5,13.6,0.46,0,8.5,TRUE,TRUE,TRUE,2006,,,,,,,,,,,,,,,,
BOISSONS,Jus de citron,null,22,92.048,91.5,0.49,2.41,02.06,0.24,0.04,0.3,0.0065,2.62,12.4,0.24,0,42.4,TRUE,TRUE,TRUE,2007,,,,,,,,,,,,,,,,
BOISSONS,Jus d'orange,null,45.6,190.7904,89.7,0.63,9.59,9.59,0.13,0.034,0.25,0.0084,3.44,7.25,0.08,0,44.2,TRUE,TRUE,TRUE,2013,Carton,0.26561763,1.0328872,0.1698943,0.34213066,4.9298056,0.092760604,0.012377109,0.045482781,0.27333579,2.9117683,48.84761,46.395653,16.881259,17.642073,3.4529837
BOISSONS,Jus de pomme,null,48.5,202.924,88.5,0.24,11.3,10.8,0.098,0.033,0.3,0.014,3.98,6.45,0.085,0,13.2,TRUE,TRUE,TRUE,2074,Carton,0.081474397,0.41236842,0.088231464,0.15885163,1.9130125,0.028210599,0.0029224073,0.010236013,0.11423761,0.95906163,8.5635561,34.379333,3.0291126,8.2688283,2.4515573
BOISSONS,Jus de pamplemousse,null,40.9,171.1256,89.9,0.52,8.41,8.41,0.1,0.055,0.21,0.01,3.97,10.6,0.15,0,23.7,TRUE,TRUE,TRUE,2025,,,,,,,,,,,,,,,,
BOISSONS,Jus de raisin,null,69.2,289.5328,82.4,0.25,16.3,16,0.057,0.031,0.14,0.0089,3.81,8.29,0.47,0,0,TRUE,TRUE,TRUE,2016,,,,,,,,,,,,,,,,
BOISSONS,Jus de grenade,null,54,225.936,86,0.15,13,12.7,0.29,0.077,0.1,0.023,9,11,0.1,0,0.1,TRUE,TRUE,TRUE,2039,,,,,,,,,,,,,,,,
BOISSONS,Jus de pruneau,null,77,322.168,81.2,0.37,18.7,13.5,0.039,0.003,0.45,0.025,10,12,1.18,0,4.1,TRUE,TRUE,TRUE,2018,,,,,,,,,,,,,,,,
BOISSONS,Jus de mangue,null,41,171.544,86,0.19,9.5,9.3,0,0,0,0.028,0,0,0,0,0,TRUE,TRUE,TRUE,2023,,,,,,,,,,,,,,,,
BOISSONS,Jus de fruit de la passion,null,50,209.2,84.2,0.67,14.3,14.3,0.18,0.015,0.2,0.015,6,4,0.36,0,18.2,TRUE,TRUE,TRUE,2024,,,,,,,,,,,,,,,,
BOISSONS,Jus de tomate,null,23.2,97.0688,94.3,0.88,4.13,4.13,0.17,0,0.23,0.3,119,7.98,0,0,0,TRUE,TRUE,TRUE,2053,,,,,,,,,,,,,,,,
BOISSONS,Jus de clémentine,null,44,184.096,88,0.66,10.6,10,0.14,0.043,0.15,0.0094,3.79,2.8,0.3,0,17.6,TRUE,TRUE,TRUE,2034,,,,,,,,,,,,,,,,
BOISSONS,Nectar de papaye,null,57,238.488,85,0.17,13.9,13.9,0.15,0.047,0.6,0.013,5,10,0.34,0,3,TRUE,TRUE,TRUE,2045,,,,,,,,,,,,,,,,
BOISSONS,Nectar d'abricot,null,56,234.304,84.9,0.21,13.7,11,0.03,0.005,0.08,0.0042,1.68,11.5,0.38,0,17.6,TRUE,TRUE,TRUE,2043,,,,,,,,,,,,,,,,
BOISSONS,Nectar de poire,null,63,263.592,84,0.19,14.8,11.4,0.043,0.001,0.45,0.0033,1.3,5,0.26,0,1.1,TRUE,TRUE,TRUE,2054,,,,,,,,,,,,,,,,
BOISSONS,Limonade. sucrée,null,40,167.36,90.5,0.04,8.45,8.45,0.02,0,0,0.015,5.72,6.52,0.0092,0,0,TRUE,TRUE,TRUE,18010,Bouteille PETE,0.0844388139999999,0.57218393,0.093785786,0.30414357,1.9172718,0.037455611,0.0045171723,0.015200896,0.13791729,1.1495902999999998,9.9655804,11.41318,2.5011593,13.552147,2.1215478
BOISSONS,Coca,null,41.8,174.8912,90.3,0.093,10.2,10.2,0.062,0,0,0.017,6.71,1.92,0.11,0,0,TRUE,TRUE,TRUE,18018,Bouteille PETE,0.0844388139999999,0.57218393,0.093785786,0.30414357,1.9172718,0.037455611,0.0045171723,0.015200896,0.13791729,1.1495902999999998,9.9655804,11.41318,2.5011593,13.552147,2.1215478
BOISSONS,Coca sans sucres,null,1.3,5.4392,99.7,0.081,0.11,0.11,0.053,0,0.003,0.024,9.88,2.26,0.065,0,0,TRUE,TRUE,TRUE,18060,Bouteille PETE,0.0844388139999999,0.57218393,0.093785786,0.30414357,1.9172718,0.037455611,0.0045171723,0.015200896,0.13791729,1.1495902999999998,9.9655804,11.41318,2.5011593,13.552147,2.1215478
BOISSONS,Boisson énergisante,null,45,188.28,88,0.2,11.9,11.7,0,0,0.1,0.11,46.2,0,0,0,40,TRUE,TRUE,TRUE,18352,Bouteille PETE,0.0618893719999999,0.51040287,0.084439889,0.29258595,1.5327485,0.033948338,0.0039655192,0.013541434,0.12153958,1.1031112,6.1274808,8.7929577,0.48461632,12.669373,1.887511
BOISSONS,Lait de coco,null,188,786.592,75.1,1.77,3.4,2.1,18.4,16.5,0.57,0.075,30,18,3.3,0,1,TRUE,TRUE,TRUE,18041,Carton,0.070754781,0.52002689,0.097193034,0.24436902,1.7937439999999998,0.034007257,0.0034126649,0.010994814,0.1201351,1.8273986,16.968747,26.167715,0.79183319,10.520968,1.3652496
BOISSONS,Boisson à l'amande,null,44.4,185.7696,92,0.69,3.96,3.44,2.8,0.58,0.5,0.095,38.1,54,0.35,0.25,0.5,TRUE,TRUE,TRUE,18110,Carton,0.2988383,1.075705,0.14124305,0.30364643,4.6436678,0.092983466,0.01091272,0.03828102,0.38227105,3.914029,51.960703,53.037842,19.537938,18.066513,6.9193623
BOISSONS,Boisson au soja,null,37.1,155.2264,93,3.31,0.7,0.4,02.07,0.26,0.6,0.061,24.3,12,0.41,0.5,1,TRUE,TRUE,TRUE,18900,Carton,0.055473705,0.41691542,0.085662541,0.24036754,1.4219661,0.021524669,0.0017543007,0.0054175765,0.11183089,2.0953179,30.111846,22.324967,0.1456568,9.0275117,1.4105299
BOISSONS,Boisson au riz,null,53.7,224.6808,87.6,0.46,10.8,5.6,1,0.11,0.5,0.074,29.5,5,0.01,0.25,0.5,TRUE,TRUE,TRUE,18904,Carton,0.2988383,1.075705,0.14124305,0.30364643,4.6436678,0.092983466,0.01091272,0.03828102,0.38227105,3.914029,51.960703,53.037842,19.537938,18.066513,6.9193623
BOISSONS,Boisson à base d'avoine,null,42.6,178.2384,90.5,0.46,7.8,5,1.1,0.2,0.5,0.066,26.4,1,0.02,0.25,0.5,TRUE,TRUE,TRUE,18905,Carton,0.046261999,0.36440051,0.082814256,0.239431,1.1951653999999998,0.021339156,0.0017269737,0.005553925,0.086657187,0.89085612,10.325542,17.614531,0.1394021,8.6960178,1.2400243
BOISSONS,Boisson à la châtaigne,null,68.9,288.2776,83.9,0.42,13.5,09.01,1.4,0.18,0.61,0.077,30.6,77,0.22,0.25,0.5,TRUE,TRUE,TRUE,18906,,,,,,,,,,,,,,,,
BOISSONS,Boisson à la noix de coco,null,31.4,131.3776,94.6,0.42,2.75,2.46,2.1,1.87,0.5,0.089,35.6,2.7,0.05,0.25,0.5,TRUE,TRUE,TRUE,18907,,,,,,,,,,,,,,,,
BOISSONS,Café prêt à boire,null,6.88,28.78592,97.8,0.5,1.35,0,0.018,0.002,0.5,0.0067,2.7,4.3,0.05,0.25,0.5,TRUE,TRUE,TRUE,18004,Carton,0.12848019,0.55651626,0.050674834,0.10566376,2.5957999000000003,0.080046558,0.010772089,0.043769598,0.18816498,5.0119076,42.841447,81.014155,1.157948,6.4171835,2.218308
BOISSONS,Thé infusé,null,0.063,0.263592,99.8,0,0,0,0.007,0.002,0,0.0041,1.65,0.2,0.015,0,0,TRUE,TRUE,TRUE,18020,LPDE,0.014394719,0.051440352,0.0089193058,0.081033574,0.16523756,0.005310108,0.0005654575,0.0020579582,0.021628282,0.27437645,3.953199,2.4718659,0.63748892,2.0595091,0.1445287099999999
BOISSONS,Tisane infusée,null,0.87,3.64008,99.7,0,0.2,0,0.008,0.002,0,0.0025,1,2,0.08,0,0,TRUE,TRUE,TRUE,18022,LPDE,0.014394719,0.051440352,0.0089193058,0.081033574,0.16523756,0.005310108,0.0005654575,0.0020579582,0.021628282,0.27437645,3.953199,2.4718659,0.63748892,2.0595091,0.1445287099999999
BOISSONS,Thé noir,null,1.26,5.27184,99.7,0,0.3,0,0.007,0.002,0,0.0075,3,0,0.02,0,0,TRUE,TRUE,TRUE,18154,LPDE,0.014394719,0.051440352,0.0089193058,0.081033574,0.16523756,0.005310108,0.0005654575,0.0020579582,0.021628282,0.27437645,3.953199,2.4718659,0.63748892,2.0595091,0.1445287099999999
BOISSONS,Thé vert,null,5.1,21.3384,98.5,0,01.09,0,0,0,0,0.011,4.25,3.78,0.06,0,0.5,TRUE,TRUE,TRUE,18155,LPDE,0.014394719,0.051440352,0.0089193058,0.081033574,0.16523756,0.005310108,0.0005654575,0.0020579582,0.021628282,0.27437645,3.953199,2.4718659,0.63748892,2.0595091,0.1445287099999999
BOISSONS,Cacao en poudre,null,387,1619.208,3.5,22.4,11.6,0.9,20.6,12.4,29.5,0.11,45,140,48.5,2.73,0.5,TRUE,TRUE,TRUE,18100,Carton,1.6581753,26.447131,0.94736211,0.29055975,40.523405,0.4759962,0.058833198,0.22447017,1.7689162,86.31228,210.11345,741.48176,9.6841475,44.182697,20.370442
BOISSONS,Eau,null,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,-1,Sans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOISSONS,Pulco Citron,null,19.7,82.4248,93.8,0.5,1.31,0.91,0,0,0,0.0035,1.4,6.1,0.05,0,5.56,TRUE,TRUE,TRUE,18220,Verre,0.15625319,0.9380797,0.14994859,0.18480874,3.9466725,0.10047631,0.0095175642,0.025208415,0.19091352,1.7479889000000002,24.020147,22.564421,6.8020192,14.894677,2.6697488
CONDIMENTS,Cornichon,null,19.4,81.1696,93.7,01.06,0.78,0.6,0.6,0.01,1.5,1.72,689,65,0.25,0,0.5,TRUE,TRUE,TRUE,11004,,,,,,,,,,,,,,,,
CONDIMENTS,Moutarde,null,152,635.968,67.9,6.92,4.33,1.66,11.2,0.76,1,6.3,1860,86.3,1.83,0,0.3,TRUE,TRUE,TRUE,11013,Verre,0.3092265899999999,1.6820828,0.28945935,0.69777704,7.5953785,0.1584604,0.017499423,0.056575448,0.7193680600000001,12.643107,160.3882,176.38804,2.2080201,30.679569,5.6114028000000005
CONDIMENTS,Vinaigre,null,22.6,94.5584,92.9,0.04,0.62,0.04,0.1,0,0,0.033,13.1,9,0.37,0,0.5,TRUE,TRUE,TRUE,11018,Verre,0.18187883,1.1216712,0.18858518,0.35097994,5.2960303,0.098201371,0.0093384669,0.024812006,0.33579253,6.160690499999999,15.136008,104.11957,0.35103067,20.579477,12.088733
CONDIMENTS,Moutarde à l'ancienne,null,142,594.128,67.8,6.6,2.2,2.2,9.9,0.61,4.5,4.9,1960,110,1.7,0.25,0.5,TRUE,TRUE,TRUE,11021,Verre,0.32512061,1.8361293,0.3091381,0.73703569,8.0878901,0.19404806,0.021951644,0.074227849,0.74860072,15.076198000000002,188.76189,153.30603,1.5104348,33.094975,7.482129
CONDIMENTS,Câpres,null,29,121.336,83.9,2.18,3.5,0.41,0.86,0.23,3.6,04.06,1620,40,1.67,0,4.3,TRUE,TRUE,TRUE,11040,,,,,,,,,,,,,,,,
CONDIMENTS,Tapenade,null,252,1054.368,62.3,1.3,2.6,0.2,23,2.7,3.7,3.2,1280,63,4.3,0,01.05,TRUE,TRUE,TRUE,11043,Verre,0.33679353,1.5687335,0.31016235,0.91256748,9.2189494,0.17478768,0.019979405,0.064718481,0.43225124,7.5422592,80.41421,163.42966,6.4992475,36.49904,6.6386002
CONDIMENTS,Vinaigre de cidre,null,22,92.048,93.8,0,0.93,0.4,0,0,0,0.013,5,7,0.2,0,0,TRUE,TRUE,TRUE,11090,Verre,0.12130127,0.85107619,0.15752878,0.20353663,3.6990692,0.084218663,0.007220414,0.016754017,0.1661851399999999,1.4546119,10.080784,30.443182,3.1331964,14.75118,3.5964436
CONDIMENTS,Vinaigre balsamique,null,125,523,70.3,0.69,25.8,19.1,0.6,0,0.5,0.068,27,18,0.95,0.25,0.5,TRUE,TRUE,TRUE,11091,Verre,0.18187883,1.1216712,0.18858518,0.35097994,5.2960303,0.098201371,0.0093384669,0.024812006,0.33579253,6.160690499999999,15.136008,104.11957,0.35103067,20.579477,12.088733
CONDIMENTS,Cornichon aigre-doux,null,36,150.624,91.5,1.25,5,4,0.35,0,1.5,1.1,386,0,0,0,0,TRUE,TRUE,TRUE,11097,,,,,,,,,,,,,,,,
CONDIMENTS,Vinaigre de vin rouge,null,21.6,90.3744,91.5,0.5,0,0,0,0,0,0.013,5.1,10,0.41,0.25,0.5,TRUE,TRUE,TRUE,11220,Verre,0.18187883,1.1216712,0.18858518000000002,0.35097994,5.2960303,0.09820137100000001,0.0093384669,0.024812006,0.33579253000000003,6.160690499999999,15.136008,104.11957,0.35103067,20.579477,12.088733
DIVERS,Soja,null,432,1810,7.8,34.5,20.8,7.3,19.2,3,13,0,3,220,15.7,0,0,TRUE,TRUE,FALSE,-1,,,,,,,,,,,,,,,,
DIVERS,Gélatine,null,348,1456.032,11.7,86.9,0,0,0.1,0.036,0,0.75,298,280,1.2,0,0,TRUE,TRUE,TRUE,11007,Carton,0.25498364,1.6050626,0.17340483,0.97125874,3.6277135,0.22983669,0.031926417,0.13773961,0.2999963,7.3638264,93.49073,47.797814,1.339832,27.276285,2.0819671
DIVERS,Levure fraiche,null,334,1397.456,5,40.4,21.8,2.5,4.5,0.7,22.5,0.35,141,130,4.1,0.25,0.5,TRUE,TRUE,TRUE,11009,Papier,0.42593645,5.9164145,0.71859275,0.28509056,9.4832041,0.081444669,0.011817243,0.041175775,0.79438713,16.037269,297.03956,83.429695,0.67303686,81.272963,2.7316195
DIVERS,Levure de boulanger,null,0,0,2.94,44.5,17.9,0,6.37,1.5,23.3,0.56,226,30,2.17,0,0.3,TRUE,TRUE,TRUE,11010,Carton,0.42214435,5.9278052,0.7195505200000001,0.26984085,9.3956757,0.075483365,0.011574776,0.040804887,0.7789056,16.077575,277.65766,85.926437,0.48285872,81.198339,2.7657484
DIVERS,Levure chimique,null,0,0,5.4,1.96,33.2,0.1,0.2,0.1,1.9,0,14200,8960,11.1,0,0,TRUE,TRUE,TRUE,11046,Papier,0.43291084,5.9348318,0.7300045399999999,0.4105337,9.5266232,0.082333832,0.011916914,0.041372969,0.8030782700000001,16.059184000000002,297.10595,84.120203,0.73757136,83.998503,2.8462277
DIVERS,Crème de soja,null,133,556.472,78.5,3.25,02.03,1.6,14.7,1.65,0,0.063,25,16,0.47,0.25,0,TRUE,TRUE,TRUE,11214,Carton,0.1864787,1.5296655,0.19195033,0.720804,4.3099911,0.077978111,0.0099363333,0.036935501,0.33590122,10.359465,104.82431,55.15414,0.53931394,24.360137,3.8589436
DIVERS,Bicarbonate de soude,null,0.4,1.6736,0.2,0.1,0,0,0,0,0,0,27400,0,0,0,0,TRUE,TRUE,TRUE,11507,Carton,0.23196544,1.1918672,0.11442262,0.24885962,3.8724097,0.1155741,0.015717707,0.04351613,0.7958915,1.5841642,19.583868,152.17569,2.0722123,17.006002,17.719763
DIVERS,Tofu soyeux,null,54.3,227.1912,89.4,4.57,1.53,1.13,2.9,0.47,0.6,0.013,5,21,0.64,0.25,0.5,TRUE,TRUE,TRUE,20906,PP,0.092443328,0.67685595,0.13384664000000002,0.80628225,1.9211183,0.027337517000000002,0.0030268528,0.0093677739,0.12614566,2.9607451,29.644247,13.609895,0.32941582,24.696465,1.6254533
DIVERS,Miso,null,0,0,48,10.7,18.1,6.2,5.31,01.01,5.4,8.35,3340,62.5,2.1,0,0,TRUE,TRUE,TRUE,20916,Carton,0.15439785,0.9541954,0.1421286799999999,0.68229323,3.1295268,0.0568317,0.0071258768,0.024778314,0.25140526,6.4806936,76.282977,40.824632,2.8932164,21.782244,2.5051371
EPICES,Gousse de vanille,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,11057,,,,,,,,,,,,,,,,
EPICES,Gousse d'ail,7,111,464.424,67.8,5.31,18.6,1.2,0.5,0.01,5.8,0.023,9,11,0.63,0.25,0.5,TRUE,TRUE,TRUE,11000,Pas d'emballage,0.072151984,0.37474333,0.074828795,0.27540408,1.0487543,0.018196045,0.0016809316,0.0047622857,0.088976979,2.1978378000000003,18.73958,17.000123,3.1914283,8.9987513,1.4587253999999998
EPICES,Gelée au madère,24,11.3,47.2792,0,2,0.8,0.1,0.01,0.004,0.004,1.48,590,0,0,0,0,FALSE,TRUE,TRUE,11176,,,,,,,,,,,,,,,,
EPICES,Bouquet de basilic,50,34.8,145.6032,91.7,3.35,2.55,0.37,0.47,0.13,3.47,0.028,12,273,5.24,0,14.5,TRUE,TRUE,TRUE,11033,LPDE,0.14484049,0.95348605,0.085499244,0.27047358,2.8647108,0.070627622,0.0087930876,0.032719468,0.2306630999999999,4.127382300000001,37.282389,14.959606,5.5103209,16.416961,2.0462262
EPICES,Bouillon de boeuf,80,240,1004.16,2.6,10.2,19.7,3.95,13.3,07.03,0.65,33,13200,32.7,0.35,0,0,FALSE,TRUE,TRUE,11001,,,,,,,,,,,,,,,,
EPICES,Court-bouillon,80,260,1087.84,0,5,7,4.5,23,16,2.5,47.5,19000,0,0,0,0,FALSE,TRUE,TRUE,11172,Aluminium,2.2003327,8.0910788,3.260821,33.548897,23.515655,0.55936712,0.05954513,0.1851569,2.5248309,28.934163,110.21455,294.15528,15.313753,752.49412,22.955052
EPICES,Bouillon de volaille,80,233,974.872,9.37,11.3,20.8,5.38,11.5,6.75,0.58,49.6,19800,0,0,0,0,FALSE,TRUE,TRUE,11174,,,,,,,,,,,,,,,,
