categorie,name,unitTogramme,energieKcal,energieKj,eau,proteines,glucides,sucres,lipides,agSature,fibres,sel,sodium,calcium,fer,vitamineD,vitamineC,vegan,glutenFree,pregnantPermission,Code CIQUAL,Emballage,EF(mPt/kg),ChangementClimatique(kgCO2eq/kg),AppauvrissementCoucheOzone(E-06kgCVC11eq/kg),RayonnementsIonisants(kBqU-235eq/kg),FormationPhotochimiqueOzone(E-03kgNMVOCeq/kg),Particules (E-06 disease inc./kg),Acidification terrestre et eaux douces (mol H+ eq/kg),Eutrophisation terreste (mol N eq/kg),Eutrophisation eaux douces (E-03 kg P eq/kg),Eutrophisation marine (E-03 kg N eq/kg),Utilisation du sol (Pt/kg),Écotoxicité pour écosystèmes aquatiques d'eau douce (CTUe/kg),Épuisement des ressources eau (m3 depriv./kg),Épuisement des ressources énergétiques (MJ/kg),Épuisement des ressources minéraux (E-06 kg Sb eq/kg)
OEUFS,Oeuf cuit,60,140,585.76,76.3,12.7,0.27,0.27,9.83,2.64,0,0.31,124,76.8,1.88,1.88,0,FALSE,TRUE,TRUE,22010,Carton,0.53172645,2.4091714,0.23581089,0.52774487,8.648772600000001,0.59434098,0.084453723,0.36580086,0.73416815,16.833401000000002,216.58214,110.862,4.2981356,25.615138,3.9039953999999994
OLEAGINEUX,Farine de châtaigne,null,340,1422.56,5.52,5.69,70.4,0,3.43,0.52,12.6,0,0,61.6,0.1,0,16,TRUE,TRUE,TRUE,9570,LPDE,0.57611076,2.2859357,0.38225333,0.88599894,10.77373,0.11121031,0.018701354,0.070665135,0.61308173,10.235935,8.4797345,267.64734,29.612563,43.188793,11.64348
OLEAGINEUX,Amande,null,634,2652.656,4.8,18.8,9.51,4.2,51.3,4.11,12.5,0.013,5,260,3.4,0.25,0.5,TRUE,TRUE,TRUE,15000,LPDE,2.0853347,5.7604477,0.46496768,0.69323859,28.947007,0.58920758,0.076412983,0.27758114,2.4495156,28.147858000000003,377.30239,293.10696,158.39707,78.338963,48.058422
OLEAGINEUX,Cacahuète,null,567,2372.328,2.2,22.8,14.8,5.9,49.1,8.4,8.6,0.022,8.6,57,1.6,0,0.5,TRUE,TRUE,TRUE,15001,LPDE,0.63303588,4.6807594,0.25495982,0.3664367,12.417978,0.4810973199999999,0.068788981,0.28975243,1.5208041,40.744435,539.56619,62.428811,6.2182199,32.634736,10.489808
OLEAGINEUX,Cacahuète grillée,null,613,2564.792,1.22,22.9,15,4.22,50,8.64,08.04,1.33,531,47.4,1.2,0,0.5,TRUE,TRUE,TRUE,15002,LPDE,0.63303588,4.6807594,0.25495982,0.3664367,12.417978,0.4810973199999999,0.068788981,0.28975243,1.5208041,40.744435,539.56619,62.428811,6.2182199,32.634736,10.489808
OLEAGINEUX,Noisette,null,628,2627.552,7.3,14.4,7.16,4.9,56.9,4.75,11.6,0.013,5,120,3,0.25,0.5,TRUE,TRUE,TRUE,15004,Pas d'emballage,0.62324365,4.5110394,0.27020693,0.35297711,12.619107,0.47844448,0.069367361,0.29121306,1.4886909000000002,40.873339,539.10066,62.669744,6.0467564,29.121445,10.532374
OLEAGINEUX,Cerneaux de noix,null,654,2736.336,4,13.3,6.88,3,67.3,6.45,6.7,0.13,5,75,2.2,0.25,0.77,TRUE,TRUE,TRUE,15005,LPDE,0.85957929,3.7882976,0.51260319,0.87338125,16.152845999999997,0.16045773,0.027666902,0.10462802,0.95837604,15.633301,12.025823,406.79263,44.641996,55.909315,16.961036
OLEAGINEUX,Noix de coco,null,354,1481.136,47,3.33,6.22,6.22,33.5,29.7,9,0.05,20,14,2.43,0,3.3,TRUE,TRUE,TRUE,15006,LPDE,0.49726253,2.9406896,0.25735833,0.89778078,11.939347,0.22304925,0.031196881,0.11215499,0.71562594,22.750329,184.88633,157.69112,11.563837,44.180205,6.0774837
OLEAGINEUX,Noix du Brésil,null,705,2949.72,03.01,14.8,6.17,2.33,66.1,16,6.4,0.0075,3,150,2.47,0,0.7,TRUE,TRUE,TRUE,15008,LPDE,0.63258676,7.7823328,0.39184452,0.40532638,19.183506,0.17380712,0.026839713,0.08957108,1.1492355,29.706886,507.7866,38.638981,17.84555,33.503045,6.2159298
OLEAGINEUX,Pistache grillée,null,617,2581.528,02.09,18.9,15.9,7.57,49.5,6.58,9.32,1.67,664,98.5,2.4,0,0.5,TRUE,TRUE,TRUE,15044,LPDE,0.73680397,7.9422601,0.43069137,0.68113015,21.73678,0.28350321,0.043143803,0.16193601,1.5812225,40.001758,615.02637,46.571442,15.582654,45.5025,9.2677892
OLEAGINEUX,Graine de sésame,null,573,2397.432,3.48,17.6,9.85,0.3,49.7,07.09,14.9,0.1,2.31,962,14.6,0,0,TRUE,TRUE,TRUE,15010,LPDE,1.0613048,6.063912,0.59867656,0.73814647,28.661001,0.8164902500000001,0.12241504,0.50694856,3.1560272,85.419119,1113.2931,72.112335,3.5438079,60.665005,23.675846
OLEAGINEUX,Graine de tournesol,null,584,2443.456,3.38,21.3,10.1,2.62,55.5,6.23,6.4,0.014,5.5,86.5,4.9,0,1.4,TRUE,TRUE,TRUE,15011,LPDE,0.4794151299999999,2.9816358,0.38061337,0.59333929,9.7511844,0.13457157,0.020897693,0.08271028,1.9738485,35.337810999999995,640.40773,274.59629,0.99362921,32.886158,3.8457736
OLEAGINEUX,Crème de marrons,null,276,1154.784,33.3,1.28,55,0,0.67,0,1.3,0,0,0,0,0,10.3,TRUE,TRUE,TRUE,15013,Acier,0.37734528,1.5392759,0.31714364,1.6821786,6.767707199999999,0.12011416,0.016504455,0.063144552,0.4794871699999999,7.4804915,19.045888,136.18473,13.748073,49.296868,6.125502200000001
OLEAGINEUX,Noix de cajou grillée,null,631,2640.104,1.51,15.2,26.7,08.01,49.5,10.5,3.85,1.15,455,40.3,3.9,0,0.5,TRUE,TRUE,TRUE,15019,LPDE,1.4575019,8.4459937,0.68442578,0.7952783,34.803569,1.0728484,0.1606713,0.65333968,3.33485,92.020084,1178.6148,139.12368,23.832156,76.328392,23.909861
OLEAGINEUX,Châtaigne,null,124,518.816,68.2,2,23,0,1.38,0.26,4.5,0.068,27,46,1.73,0,26.7,TRUE,TRUE,TRUE,15024,Pas d'emballage,0.44825455,1.6324335,0.27805785,0.46105013,8.0997083,0.080258809,0.014337528,0.055881721,0.4601389,8.3516119,5.4375002,222.19173,24.592289,25.492349,9.2955652
OLEAGINEUX,Pignon de pin,null,695,2907.88,2.45,13.7,6.31,5.21,65,5.53,10,0.023,9,6.2,4.6,0,0.5,TRUE,TRUE,TRUE,15025,LPDE,0.63303588,4.6807594,0.25495982,0.3664367,12.417978,0.4810973199999999,0.068788981,0.28975243,1.5208041,40.744435,539.56619,62.428811,6.2182199,32.634736,10.489808
OLEAGINEUX,Noix de pécan,null,739,3091.976,2.57,9.57,5.43,3.64,72.6,6.62,8.33,0.0025,1,69.8,2.57,0,0.97,TRUE,TRUE,TRUE,15026,LPDE,0.81170242,3.0487662,0.46436366,0.60140939,15.111318,0.15159281,0.027469119,0.10703195,0.86117932,15.144226,9.9144081,402.41965,44.317446,44.319797,16.334395
OLEAGINEUX,Noix de macadamia,null,734,3071.056,1.36,7.91,5.22,4.24,75.8,11.8,8.6,0.013,5,85,3.69,0,1.2,TRUE,TRUE,TRUE,15027,LPDE,0.81170242,3.0487662,0.46436366,0.60140939,15.111318,0.15159281,0.027469119,0.10703195,0.86117932,15.144226,9.9144081,402.41965,44.317446,44.319797,16.334395
OLEAGINEUX,Noisette grillée,null,683,2857.672,2.52,14.4,5.21,4.26,66,4.51,9.4,0,0,123,4.38,0,3.8,TRUE,TRUE,TRUE,15033,LPDE,0.6436281100000001,4.7855606,0.27718748,0.37508685,13.319766,0.48604242,0.070282669,0.29303763,1.5324131,41.037889,540.2242,63.502017,6.228619,34.182915,10.658207
OLEAGINEUX,Graine de lin,null,230,962.32,5.93,20.2,6.6,1.55,36.6,3.17,27.3,0.051,20.5,228,10.2,0,0.6,TRUE,TRUE,TRUE,15034,LPDE,0.87632757,3.7597948,0.29740345,0.64817103,15.53888,0.75618349,0.10817434,0.46407378,3.1482654,59.21877,575.4386,77.579242,10.880226,43.984181,10.448636
OLEAGINEUX,Amande émondée,null,613,2564.792,4.51,21.4,8.76,4.63,52.5,3.95,9.9,0.048,19,236,3.28,0,0,TRUE,TRUE,TRUE,15041,LPDE,2.0853347,5.7604477,0.46496768,0.69323859,28.947007,0.58920758,0.076412983,0.27758114,2.4495156,28.147858000000003,377.30239,293.10696,158.39707,78.338963,48.058422
OLEAGINEUX,Noix de pécan salées,null,739,3091.976,0,10.2,5,4.9,73,7.1,3,1,400,0,0,0,0,TRUE,TRUE,TRUE,15046,LPDE,0.81170242,3.0487662,0.46436366,0.60140939,15.111318,0.15159281,0.027469119,0.10703195,0.86117932,15.144226,9.9144081,402.41965,44.317446,44.319797,16.334395
OLEAGINEUX,Graine de chia,null,460,1924.64,5.8,16.5,7.72,0,30.7,3.33,34.4,0.04,16,631,7.72,0,1.6,TRUE,TRUE,TRUE,15047,LPDE,0.87541915,3.7529381,0.29608393,0.64757535,15.42182,0.75602577,0.10796843,0.4636266,3.1473618,59.17884,575.43581,77.515814,10.879635,43.887619,10.450785
OLEAGINEUX,Pâte d'amande,null,432,1807.488,6.6,5.8,70.3,60.1,13.5,01.05,2.8,0.018,7,91,0.88,0.25,0.5,TRUE,TRUE,TRUE,15201,LPDE,1.2589401999999998,3.874803,0.35610578,0.95440227,17.978648,0.45039926,0.060017368,0.22923159,1.5067105,20.129328,243.53567,180.46336,84.835323,61.453983,26.705954
OLEAGINEUX,Beurre de cacahuète,null,586,2451.824,1.23,22.2,16.1,10.5,52.5,10.4,5,0.97,388,43,1.92,0,0,TRUE,TRUE,TRUE,15202,V (PVC),0.45377443,3.3144125,0.23774335,0.67163265,9.649675,0.29037177,0.040579683,0.16880794,0.96780313,24.599152,316.06282,76.928654,5.7996455,34.464801,6.796594600000001
OLEAGINEUX,Tahin,null,595,2489.48,03.03,17.7,13.8,0.49,53.4,7.48,7,0.19,75,284,6.69,0,4.2,TRUE,TRUE,TRUE,15203,LPDE,0.58802246,3.0355597,0.34236168,0.77840287,14.915655999999998,0.47574173,0.070626418,0.29562954,1.4941037,45.742532,583.06638,41.257245,1.9530568,40.696528,11.821174
POISSONS,Hareng fumé,null,162,677.808,67.7,18.1,0,0,9.9,2.24,0.5,3.78,1510,62,0.7,17.7,0.5,FALSE,TRUE,FALSE,25998,V (PVC),0.3006312299999999,2.2192952,0.53755676,0.39613889,29.159962,0.2870856699999999,0.041113425,0.10936516,0.17785144,9.9964563,8.0381988,24.918734,0.73060251,35.686991,5.861269
POISSONS,Lieu noir,null,99.7,417.1448,75.5,23.1,0,0,0.81,0.29,0,0.25,102,37.5,0.4,0.5,1,FALSE,TRUE,TRUE,26134,PS,0.96933311,5.9447594,1.3779505,0.58690142,112.27802,1.1241514,0.16254034,0.42868954,0.37930525,39.152136,14.430655,48.9366,0.62260947,87.677656,16.531924
POISSONS,Sole,null,90.1,376.9784,76.9,17.4,0,0,2.27,0.12,0,0.3,120,21,0.6,0,0,FALSE,TRUE,TRUE,26017,PP,2.3127208,13.358315,3.0523737,1.816677,273.91697,2.7480405,0.39791383,1.0476451,0.80644991,95.667676,31.020082,113.0725,1.2752551,210.44849,25.048506
POISSONS,Maquereau,null,228,953.952,61.5,21.5,0,0,15.8,4.44,0,0.21,83,12.8,1.57,7.72,0.4,FALSE,TRUE,TRUE,26019,PP,0.38319803,2.7334596,0.69591735,1.0936154,34.562588,0.34480614,0.049144305,0.13005407,0.25189802,11.905776,9.8035768,27.531915,0.4437948,56.390876,7.5350489
POISSONS,Merlan,null,98.3,411.2872,75.2,23,0,0,0.7,0.13,0,0.28,110,21,0.1,0,0,FALSE,TRUE,TRUE,26095,PS,1.8701383,10.967059,2.4529157,0.93129319,224.30918,2.2487826,0.32564475,0.85728769,0.6118704300000001,78.27927799999999,25.055576,90.107053,1.0385611,161.15383,20.017303
POISSONS,Cabillaud,null,94.6,395.8064,76,22.3,0,0,0.6,0.13,0,0.23,90.5,18.4,0.3,1.2,1,FALSE,TRUE,TRUE,26043,PS,1.8701383,10.967059,2.4529157,0.93129319,224.30918,2.2487826,0.32564475,0.85728769,0.6118704300000001,78.27927799999999,25.055576,90.107053,1.0385611,161.15383,20.017303
POISSONS,Morue,null,113,472.792,67.4,26,0,0,01.01,0.13,0,5.8,2320,64.9,0.35,1.25,0,FALSE,TRUE,TRUE,26024,PP,2.3127208,13.358315,3.0523737,1.816677,273.91697,2.7480405,0.39791383,1.0476451,0.80644991,95.667676,31.020082,113.0725,1.2752551,210.44849,25.048506
POISSONS,Mulet,null,143,598.312,70.5,24.8,0,0,4.86,1.43,0,0.18,71,31,1.41,0,1.2,FALSE,TRUE,TRUE,26091,PS,1.8701383,10.967059,2.4529157,0.93129319,224.30918,2.2487826,0.32564475,0.85728769,0.6118704300000001,78.27927799999999,25.055576,90.107053,1.0385611,161.15383,20.017303
POISSONS,Raie,null,96.3,402.9192,75.9,23,0,0,0.5,0.096,0,0.38,150,50,0.6,0,0,FALSE,TRUE,TRUE,26052,PS,1.8701383,10.967059,2.4529157,0.93129319,224.30918,2.2487826,0.32564475,0.85728769,0.6118704300000001,78.27927799999999,25.055576,90.107053,1.0385611,161.15383,20.017303
POISSONS,Saumon fumé,null,178,744.752,63.1,22,0.91,0,9.49,02.06,0.25,3.51,1410,5.97,0.16,5.45,0,FALSE,TRUE,FALSE,26037,V (PVC),1.3061731,4.9472469,0.6938561999999999,2.1398551,20.988675,0.29167035,0.036102154,0.12707972,21.619783,98.820829,168.16565,112.11851,37.424485,92.94707,6.3235977
POISSONS,Saumon,null,195,815.88,63.5,23,0,0,11.5,2.39,0,0.13,51.5,9.23,0.4,8.7,0,FALSE,TRUE,TRUE,26038,PP,1.6209125,6.1313111,0.89835301,3.2276973,25.687019,0.36101032,0.0445726,0.15585458,26.437929,120.74588,205.60191,134.64132,45.2549,127.33129,8.2535787
POISSONS,Thon,null,136,569.024,66.9,29.9,0,0,1.83,0.9,0,0.14,56,18.7,1.8,1.83,0,FALSE,TRUE,TRUE,26041,PP,0.90448031,5.3891519,1.2277612999999998,1.2856032,98.391478,0.9877653,0.14259819,0.37575225,0.44496311,34.365235,14.245788,49.670527,0.71628628,95.633295,22.325124
POISSONS,Lotte,null,98.2,410.8688,75,23,0,0,0.68,0.19,0,0.061,24.5,11,0.46,0,0.5,FALSE,TRUE,TRUE,26081,PP,2.3127208,13.358315,3.0523737,1.816677,273.91697,2.7480405,0.39791383,1.0476451,0.80644991,95.667676,31.020082,113.0725,1.2752551,210.44849,25.048506
POISSONS,Maquereau fumé,null,294,1230.096,55.7,18.8,0,0,24.3,5.35,0,0.96,384,20,1.1,5.2,0,FALSE,TRUE,FALSE,26087,V (PVC),0.2925320899999999,2.1645358,0.5280691,0.39212328,28.257428,0.27839974,0.039846206,0.10595008,0.17442168,9.6849309,7.8142735,24.399985,0.72589759,34.849574,5.7351492
POISSONS,Espadon,null,266,1112.944,52.9,28.7,0,0,16.9,1.51,0,0.18,73.4,5.5,0.53,16.6,0,FALSE,TRUE,TRUE,26082,PS,0.7021868400000001,4.2443961,0.81498686,0.46906941,64.068093,0.6566181799999999,0.09471216,0.24217388,1.0546837999999998,22.319716,13.815892,61.611069,0.70414069,62.860752,64.628203
POISSONS,Turbot,null,118,493.712,72.7,21.3,0,0,3.64,0.9,0,0.25,192,42.5,0.53,0,1.7,FALSE,TRUE,TRUE,26174,PS,1.8823538,11.935636,1.8136311,1.633432,59.364159,0.69141523,0.066691369,0.23839496,1.1678343999999998,547.27576,234.04333,196.87353,2.9689457,173.81054,11.515983
POISSONS,Merlu,null,112,468.608,74.4,21.2,0,0,3,0.92,0,0.25,99.2,41.8,0.3,3.2,0,FALSE,TRUE,TRUE,26044,PS,1.1251377,6.8592685,1.5983022,0.64773275,130.94644,1.3103631999999998,0.18962637,0.50019789,0.43696322,45.679093,16.620339,56.546624,0.69090959,100.51877,19.161153
POISSONS,Églefin,null,84.9,355.2216,79.7,20,0,0,0.55,0.11,0,0.65,261,14,0.21,0.6,0,FALSE,TRUE,TRUE,26122,PS,1.8701383,10.967059,2.4529157,0.93129319,224.30918,2.2487826,0.32564475,0.85728769,0.6118704300000001,78.27927799999999,25.055576,90.107053,1.0385611,161.15383,20.017303
POISSONS,Sardine grillée,null,194,811.696,64,25.1,0,0,10.4,2.9,0,0.35,140,130,1.7,12.3,0,FALSE,TRUE,TRUE,26136,PP,0.32102786,2.3353651,0.5497159899999999,1.0706575,26.404808,0.26185751,0.037002118,0.098928782,0.25056354,9.076144,9.1381707,24.256863,0.42887814,51.737063,10.047593
POISSONS,Colin d'Alaska,null,81.3,340.1592,0,18.3,0,0,0.9,0.1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,26006,PS,1.8701383,10.967059,2.4529157,0.93129319,224.30918,2.2487826,0.32564475,0.85728769,0.6118704300000001,78.27927799999999,25.055576,90.107053,1.0385611,161.15383,20.017303
POISSONS,Dorade,null,121,506.264,71,22.9,0,0,3.3,0.75,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,26222,PP,1.6250119,8.2529665,1.7617609,1.4376145,145.55499,1.4631049,0.21245941,0.55399011,0.94804243,50.91570900000001,21.183767,94.862759,1.2674887,136.42416,258.65773
POISSONS,Brochet,null,100,418.4,74.7,23.1,0,0,0.88,0.15,0,0.12,49,73,0.71,2.7,3.8,FALSE,TRUE,TRUE,27011,,,,,,,,,,,,,,,,
POISSONS,Truite,null,183,765.672,63.4,26.6,0,0,8.47,1.47,0,0.17,67,55,1.92,0,0.5,FALSE,TRUE,TRUE,27006,PP,1.6896298,6.9316279,1.0941372,3.2788537,30.489284,0.39621633,0.050169277,0.17318747,26.507102,122.32359,209.9756,142.55607,45.326111,137.92062,11.254775
POISSONS,Truite fumée,null,180,753.12,61.7,23.4,0.69,0,9.27,1.71,0,3.18,1270,2.7,0.4,5.2,0,FALSE,TRUE,FALSE,27029,V (PVC),1.3624499,5.6026758,0.8541959800000001,2.1817502,24.921547,0.32050272,0.040685619,0.1412747,21.676434,100.11291,171.74754,118.60039,37.482805,101.61933,8.781463500000001
POISSONS,Bar,null,147,615.048,69.1,22.2,0,0,6.51,1.27,0,0.17,68.8,11,0.28,4.15,0,FALSE,TRUE,TRUE,27030,PP,2.3276366,14.541004,2.2717701,2.6740292,72.509531,0.8464044900000001,0.081716729,0.2919412,1.4853142,668.3395899999999,286.20626,243.44057,3.6323667,225.90306,14.667901
POISSONS,Thon cru,null,144,602.496,66.6,24,0,0,5.38,1.19,0,0.12,49,17.7,1.77,7.8,1.37,FALSE,TRUE,FALSE,26053,PS,0.7168430299999999,4.4406179,0.95862769,0.49636401,80.560488,0.80718435,0.11655097,0.30703301,0.3158265099999999,28.074914,11.318069,38.183249,0.58078692,67.124558,17.786957
POISSONS,Saumon cru,null,166,694.544,68.4,21,0,0,9.17,1.92,0,0.12,46,13.5,0.66,8.6,0,FALSE,TRUE,FALSE,28800,PP/PE,1.9206542,12.647964,1.0816670000000002,6.5515225,26.186684,1.8028642,0.25893328,1.1265458,2.1692903,59.887458,753.48484,285.51839,10.356161,178.05183,17.757195
POISSONS,Bigorneau,null,108,451.872,74.9,16.3,0,0,3.5,0.26,0,0.48,193,0.2,0.01,0.25,0.5,FALSE,TRUE,TRUE,10000,,,,,,,,,,,,,,,,
POISSONS,Coquille Saint-Jacques,null,110,460.24,73,20.2,3.22,0.3,1.77,0.32,0,0.46,183,17.1,1.4,0,0,FALSE,TRUE,TRUE,10045,PS,1.5802676,13.699012,2.2510762,2.1291814,139.2661,1.392458,0.19442774,0.51555656,1.3958498,49.032891,39.060005,142.58304,2.308759,189.63579,44.816777
POISSONS,Crevette grise,null,89.9,376.1416,74.7,18.3,1.47,0,1.2,0.31,0,1.15,458,1000,0.79,0.25,0.5,FALSE,TRUE,TRUE,10006,,,,,,,,,,,,,,,,
POISSONS,Crevette,null,93.8,392.4592,74.9,19,1.87,0.25,1.16,0.31,0,1.35,541,240,1.98,0.5,0.83,FALSE,TRUE,TRUE,10021,PS,0.8018120000000001,7.0588478,0.7161416300000001,0.82679266,29.225088,0.47784481,0.054843896,0.15671234,2.1726584,21.596383,232.03731,268.02851,5.2141833,80.552693,21.407828
POISSONS,Homard,null,90.9,380.3256,76.5,19.6,0.11,0,1.32,0.21,0,0.9,361,68.8,0.63,0,0,FALSE,TRUE,TRUE,10010,,,,,,,,,,,,,,,,
POISSONS,Moule,null,108,451.872,74.1,17.2,5.12,0,02.09,0.37,0,0.8,322,59.4,3.99,0.34,5.87,FALSE,TRUE,TRUE,10013,PS,0.63549251,7.0171903,0.9118829,2.2920865,33.568347,0.19796581,0.032397661,0.11803084,0.81441858,11.954621,299.91699,79.189555,1.8191674,123.00602,15.832317000000002
POISSONS,Bulot,null,97.7,408.7768,74.1,20.7,2.69,0,0.47,0.072,0,0.97,387,64.5,0.64,0.5,3.4,FALSE,TRUE,TRUE,10020,,,,,,,,,,,,,,,,
POISSONS,Langouste,null,106,443.504,0,21.8,1.3,0,1.52,0.26,0,0.46,182,65.5,1.36,0.5,2.1,FALSE,TRUE,TRUE,10015,,,,,,,,,,,,,,,,
POISSONS,Crabe,null,124,518.816,72.3,19.5,1.79,0,4.29,0.55,0,1.23,478,53,1.62,0,3.6,FALSE,TRUE,TRUE,10039,,,,,,,,,,,,,,,,
POISSONS,Écrevisse,null,73.5,307.524,81.6,16.3,0.56,0.25,0.7,0.17,0,0.21,85.7,73,0.65,0.5,0.5,FALSE,TRUE,TRUE,10030,,,,,,,,,,,,,,,,
POISSONS,Calamar,null,149,623.416,61.1,32.5,1.64,0,1.4,0.24,0,1.86,744,180,5.77,0,8.5,FALSE,TRUE,TRUE,10037,PS,1.0878094,6.6140676,1.4442549,0.91443402,125.59771,1.2620735,0.18212526,0.47895451,0.38698489,43.75559,15.052869,54.592561,0.78104773,104.48782,11.984844
POISSONS,Langoustine,null,90,376.56,76.3,20.9,0,0,0.98,0.14,0,0.67,270,84,1.28,0.5,0,FALSE,TRUE,TRUE,10024,PS,1.592885,10.068138,2.0816268,1.0721237,183.50201,1.8443126,0.26556258,0.69891588,0.61382216,64.21006899999999,22.467609,86.249188,1.1668628,146.52344,17.483315
POISSONS,Poulpe,null,156,652.704,60.5,29.8,4.4,0,02.08,0.45,0,1.15,460,106,9.54,0,8,FALSE,TRUE,TRUE,10018,,,,,,,,,,,,,,,,
POISSONS,Escargot,null,80,334.72,78.8,16.6,0.23,0.3,1.4,0.31,0,0.27,109,0,0,0,0,FALSE,TRUE,TRUE,10008,,,,,,,,,,,,,,,,
POISSONS,Grenouille,null,67,280.328,76.7,21.9,0,0,0.9,0.3,0,0.22,87.8,39,0.52,1.12,0,FALSE,TRUE,TRUE,34501,,,,,,,,,,,,,,,,
POISSONS,Huître plate,null,53.5,223.844,85.7,10.2,1.16,0,0.9,0.17,0,1.28,510,186,6,0.54,0,FALSE,TRUE,FALSE,10036,LPDE,0.4749553299999999,5.1831693,0.6586643099999999,1.3032213,27.206986,0.15955175,0.026421333,0.097121328,0.75612369,9.7406681,249.2563,59.65261,1.4978007,83.593326,12.582266
POISSONS,Anchois,null,198,828.432,0,24.8,1.48,0,10.3,0.86,1,0,0,0,0,0,0,FALSE,TRUE,FALSE,26079,PS,0.29010266,2.1585571,0.44861245,0.33484582,26.524632,0.263656,0.037366296,0.099394953,0.2203364,9.1151227,8.7799212,20.359454,0.37206284,34.364577,15.773261
POISSONS,Oeufs de lompe,null,111,464.424,76,10.4,1,0,7.27,1.97,0,4.87,1950,11.6,0.4,2.65,0.5,FALSE,TRUE,FALSE,26004,,,,,,,,,,,,,,,,
POISSONS,Caviar,null,254,1062.736,0,25,0,0,17.1,3.21,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,26005,,,,,,,,,,,,,,,,
POISSONS,Poisson pané,null,193,807.512,62.2,11.9,13.4,1.1,10,2.15,0.9,0.84,338,15.1,0.44,0,0.5,FALSE,FALSE,TRUE,26030,PS,1.4437603,8.2890232,1.8635837,1.8222959,159.18251999999998,1.6564882,0.23944571,0.64670469,0.5919347500000001,58.36324,51.875107,82.029915,1.4799855,142.06542,15.51956
POISSONS,Sardine à l'huile,null,207,866.088,60.5,24.4,0.49,0,12,2.56,0,0.75,300,333,1.97,7.56,0,FALSE,TRUE,TRUE,26034,Aluminium,0.54629566,4.7137951,0.52970045,0.34773496,30.910018,0.38908933,0.046304322,0.11765068,1.3077059,13.736617,77.460244,95.02057,2.3958117,47.812048,40.536011
POISSONS,Thon en boite,null,111,464.424,72.7,26.8,0,0,0.4,0.086,0,0.74,251,6.26,0.76,05.08,0,FALSE,TRUE,TRUE,26039,Aluminium,1.1315674,7.2936483,1.2789369,0.61094149,106.97863,1.1460221,0.15845976,0.40663586,1.5943583,37.261898,26.92614,107.53558,1.2092819,97.797939,59.052815
POISSONS,Surimi,null,125,523,72.5,8.31,11.8,2.1,4.92,0.46,0.33,1.58,632,19,0.4,0.5,0,FALSE,TRUE,TRUE,26046,PS,0.17350633,1.5339566,0.14201031,0.69451307,3.7806595,0.099754161,0.014003482,0.056769219,0.18382767,12.832016,96.234655,12.193546,0.45951235,24.572306,2.2173914
SAUCES,Ketchup,null,99,414.216,71.1,1.27,21.4,20.8,0.19,0.069,1.15,2.59,1030,21.4,0.77,0,9.52,TRUE,TRUE,TRUE,11008,V (PVC),0.15448138,0.93694448,0.17701233,0.82122472,3.1840571,0.062986937,0.0076560511,0.027391624,0.1885546,3.3950437,9.0781826,37.070413,2.8695762,28.428642,5.2540636
SAUCES,Mayonnaise,null,727,3041.768,18.1,1.36,2.62,01.03,75.2,7.27,0.32,1.39,552,17.6,0.34,0.5,0.5,FALSE,TRUE,TRUE,11054,V (PVC),0.5663559300000001,2.2135316,0.29805728,0.939703,12.382719,0.36995332,0.053021379,0.22435177,0.72808764,23.390148,220.02176,290.00844,6.5134591,39.031877,7.5699375
SAUCES,Sauce barbecue,null,136,569.024,63.4,0.56,30.3,27.5,0.6,0.1,1.2,1.77,706,46,0.93,0.25,0.5,TRUE,TRUE,TRUE,11100,V (PVC),0.1801567899999999,0.98398258,0.18625102,0.88142163,3.8426195,0.067217234,0.0077049078,0.027147981,0.25787,4.8194759,31.1186,71.948728,2.8203197,29.187762,4.2344754
SAUCES,Sauce soja,null,45.5,190.372,68.9,07.08,3.64,1.32,0.1,0.0085,0.86,18.6,7440,27.3,1.72,0,0,TRUE,FALSE,TRUE,11104,V (PVC),0.10624708,0.98623686,0.13635802,0.76102283,2.2976852,0.032122435,0.0038718358,0.013221934,0.14529632,2.9347734,28.724491,16.648738,0.83123082,23.388524,1.5074071
SAUCES,Sauce vinaigrette à l'huile d'olive,null,300,1255.2,35.1,0.53,4.54,3.66,52.8,06.01,0.32,2.41,953,7.63,0,0,0,TRUE,TRUE,TRUE,11110,V (PVC),0.5019511400000001,2.0413881,0.29572248,0.95513498,11.517646,0.29144026,0.0408338,0.16859358,0.6740674200000001,20.82332,182.24044,275.30277,5.5637138,39.23687,8.9532488
SAUCES,Harissa,null,76,317.984,77.9,2.72,7.3,0,2.9,0.47,5.1,2.81,1120,78.1,3.1,0,31.9,TRUE,TRUE,TRUE,11114,V (PVC),1.2838362,14.670624,0.41373542,1.4232354,19.971276,1.1596805,0.17227465,0.75941607,0.77968005,38.085762,809.24847,141.12229,4.8635208,52.719024,8.449859199999999
SAUCES,Sauce Nuoc Mâm,null,81.2,339.7408,0,9.3,10.9,8.34,0,0,0.2,22.2,8860,0,0,0,0,TRUE,TRUE,TRUE,11194,V (PVC),0.14687997,0.92375937,0.18087607,0.92767715,3.2996002,0.065553159,0.0075765461,0.025817348,0.2016295,3.7850157,13.298889,40.954067,1.2247254,30.021619,4.3861351
